sprint,kind,limit,collected_at,repository_rank,name_with_owner,url,stargazer_count,created_at,age_days,merged_pull_requests,releases_count,updated_at,days_since_update,primary_language,issues_total,issues_closed,closed_issues_ratio
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,478,chenglou/pretext,https://github.com/chenglou/pretext,50055,2026-03-07T21:06:28Z,171.96,7,0,2026-08-26T19:13:42Z,0.04,TypeScript,96,50,0.520833
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,479,chen08209/FlClash,https://github.com/chen08209/FlClash,50022,2023-08-15T07:47:22Z,1107.52,2,106,2026-08-26T19:30:05Z,0.03,Dart,2054,1518,0.739046
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,480,tldraw/tldraw,https://github.com/tldraw/tldraw,49971,2021-05-09T11:48:37Z,1935.35,5630,134,2026-08-26T16:32:12Z,0.15,TypeScript,2807,2335,0.831849
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,481,huginn/huginn,https://github.com/huginn/huginn,49856,2013-03-10T06:00:31Z,4917.59,1186,1,2026-08-26T18:46:11Z,0.06,Ruby,2193,1581,0.72093
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,482,NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49808,2015-11-21T19:05:09Z,3931.05,63,0,2026-08-26T19:47:43Z,0.02,JavaScript,106,68,0.641509
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,483,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,49751,2025-09-11T10:39:55Z,349.4,1151,59,2026-08-26T19:39:30Z,0.02,TypeScript,511,439,0.8591
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,484,roboflow/supervision,https://github.com/roboflow/supervision,49743,2022-11-28T14:08:44Z,1367.25,1396,41,2026-08-26T17:56:36Z,0.1,Python,547,509,0.93053
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,485,jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,49705,2016-08-10T14:24:36Z,3668.24,28,0,2026-08-26T17:59:44Z,0.09,Jupyter Notebook,213,87,0.408451
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,486,hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,49596,2025-12-10T06:54:33Z,259.56,32,23,2026-08-26T18:47:20Z,0.06,Python,127,120,0.944882
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,487,pandas-dev/pandas,https://github.com/pandas-dev/pandas,49561,2010-08-24T01:37:33Z,5846.78,29468,122,2026-08-26T18:56:03Z,0.06,Python,28488,25904,0.909295
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,488,kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,49553,2016-07-07T14:15:27Z,3702.25,73,0,2026-08-26T18:51:46Z,0.06,,444,416,0.936937
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,489,hashicorp/terraform,https://github.com/hashicorp/terraform,49542,2014-03-13T22:25:48Z,4548.91,13664,438,2026-08-26T19:03:58Z,0.05,Go,21752,19994,0.91918
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,490,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,49534,2026-03-18T18:38:02Z,161.07,188,2,2026-08-26T19:49:16Z,0.02,Python,79,61,0.772152
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,491,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,49464,2016-06-02T08:28:18Z,3737.49,69789,836,2026-08-26T17:55:38Z,0.1,C++,30593,25568,0.835747
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,492,apple/container,https://github.com/apple/container,49422,2025-05-30T21:26:05Z,452.95,736,21,2026-08-26T19:56:55Z,0.01,Swift,875,573,0.654857
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,493,astral-sh/ruff,https://github.com/astral-sh/ruff,49341,2022-08-09T17:17:44Z,1478.12,16129,424,2026-08-26T19:43:19Z,0.02,Rust,8266,6559,0.793491
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,494,x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,49302,2015-04-11T20:48:23Z,4154.98,830,6,2026-08-26T16:53:46Z,0.14,C++,2724,2153,0.790382
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,495,Homebrew/brew,https://github.com/Homebrew/brew,49283,2016-03-06T05:08:38Z,3825.63,15315,510,2026-08-26T19:40:18Z,0.02,Ruby,5284,5284,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,496,GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,49231,2018-11-05T03:44:27Z,2851.69,147,1,2026-08-26T17:55:38Z,0.1,Jupyter Notebook,77,59,0.766234
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,497,JuliaLang/julia,https://github.com/JuliaLang/julia,49037,2011-04-21T07:01:50Z,5606.55,27835,203,2026-08-26T18:50:23Z,0.06,Julia,26145,22541,0.862153
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,498,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,49020,2020-04-13T16:17:51Z,2326.16,1194,32,2026-08-26T18:03:44Z,0.09,JavaScript,1741,1123,0.645032
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,499,metabase/metabase,https://github.com/metabase/metabase,48945,2015-02-02T19:25:47Z,4223.03,46671,827,2026-08-26T20:03:42Z,0.01,Clojure,25751,21993,0.854064
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,500,router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,48881,2025-07-01T19:43:27Z,421.02,707,823,2026-08-26T19:58:43Z,0.01,Go,2665,2582,0.968856
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,501,akullpp/awesome-java,https://github.com/akullpp/awesome-java,48854,2014-07-09T10:12:43Z,4431.42,808,0,2026-08-26T19:13:45Z,0.04,,145,145,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,502,tmux/tmux,https://github.com/tmux/tmux,48838,2015-06-03T23:32:55Z,4101.86,37,44,2026-08-26T19:11:47Z,0.04,C,4157,4141,0.996151
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,503,upscayl/upscayl,https://github.com/upscayl/upscayl,48762,2022-07-30T17:19:20Z,1488.12,106,29,2026-08-26T19:49:54Z,0.02,TypeScript,1080,1025,0.949074
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,504,KRTirtho/spotube,https://github.com/KRTirtho/spotube,48709,2021-02-14T03:17:58Z,2019.71,261,44,2026-08-26T18:38:18Z,0.07,Dart,2120,1310,0.617925
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,505,mudler/LocalAI,https://github.com/mudler/LocalAI,48695,2023-03-18T22:58:02Z,1256.89,6791,136,2026-08-26T16:10:29Z,0.17,Go,1623,1517,0.934689
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,506,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48694,2016-05-15T00:27:45Z,3755.82,183,0,2026-08-26T17:41:56Z,0.11,JavaScript,126,77,0.611111
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,507,DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,48693,2018-06-04T17:47:48Z,3005.1,30,0,2026-08-26T17:14:43Z,0.13,,17,6,0.352941
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,508,iamkun/dayjs,https://github.com/iamkun/dayjs,48664,2018-04-10T09:26:44Z,3060.45,730,129,2026-08-26T17:02:36Z,0.13,JavaScript,1849,880,0.475933
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,509,nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,48537,2017-02-16T21:24:39Z,3477.95,50,0,2026-08-26T20:03:48Z,0.01,,52,47,0.903846
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,510,Aider-AI/aider,https://github.com/Aider-AI/aider,48511,2023-05-09T18:57:49Z,1205.05,288,93,2026-08-26T20:00:10Z,0.01,Python,4374,3026,0.691815
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,511,type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,48474,2020-07-23T14:33:11Z,2225.24,600,0,2026-08-26T16:29:43Z,0.16,TypeScript,37289,4095,0.109818
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,512,moeru-ai/airi,https://github.com/moeru-ai/airi,48447,2024-12-01T16:33:36Z,633.15,1261,82,2026-08-26T19:55:15Z,0.01,TypeScript,541,452,0.83549
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,513,HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,48293,2026-03-08T13:52:57Z,171.27,199,3,2026-08-26T19:50:29Z,0.02,Python,132,83,0.628788
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,514,slidevjs/slidev,https://github.com/slidevjs/slidev,48278,2021-04-24T01:25:23Z,1950.78,907,430,2026-08-26T20:00:02Z,0.01,TypeScript,1383,1197,0.86551
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,515,brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,48273,2016-06-24T15:19:33Z,3715.21,343,0,2026-08-26T18:49:17Z,0.06,,61,45,0.737705
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,516,ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48204,2013-01-08T20:11:48Z,4978.0,3593,267,2026-08-26T14:49:10Z,0.23,Java,3285,3275,0.996956
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,517,pixijs/pixijs,https://github.com/pixijs/pixijs,48074,2013-01-21T22:40:50Z,4964.9,3892,310,2026-08-26T17:11:39Z,0.13,TypeScript,6136,5849,0.953227
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,518,lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,48070,2015-01-02T00:31:34Z,4254.82,628,0,2026-08-26T19:02:03Z,0.05,,96,75,0.78125
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,519,microsoft/qlib,https://github.com/microsoft/qlib,47958,2020-08-14T06:46:00Z,2203.56,756,23,2026-08-26T19:38:31Z,0.03,Python,1071,770,0.718954
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,520,calcom/cal.diy,https://github.com/calcom/cal.diy,47944,2021-03-22T13:47:42Z,1983.27,13099,611,2026-08-26T19:28:11Z,0.03,TypeScript,9393,8270,0.880443
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,521,moment/moment,https://github.com/moment/moment,47914,2011-03-01T02:46:06Z,5657.73,763,1,2026-08-26T19:57:26Z,0.01,JavaScript,4165,4077,0.978872
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,522,karan/Projects,https://github.com/karan/Projects,47891,2013-07-04T13:37:27Z,4801.28,19,0,2026-08-26T17:27:37Z,0.12,,98,39,0.397959
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,523,bevyengine/bevy,https://github.com/bevyengine/bevy,47873,2020-01-18T21:13:55Z,2411.96,8668,58,2026-08-26T19:38:38Z,0.03,Rust,8655,5817,0.672097
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,524,multica-ai/multica,https://github.com/multica-ai/multica,47837,2026-01-13T17:59:46Z,225.09,3326,147,2026-08-26T19:55:13Z,0.01,Go,2315,1538,0.664363
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,525,gogs/gogs,https://github.com/gogs/gogs,47774,2014-02-12T01:57:08Z,4578.76,1961,98,2026-08-26T13:58:12Z,0.26,Go,5209,4270,0.819735
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,526,discourse/discourse,https://github.com/discourse/discourse,47734,2013-01-12T00:25:55Z,4974.83,37372,1,2026-08-26T19:01:11Z,0.05,Ruby,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,527,GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,47713,2018-12-30T13:56:58Z,2796.26,3,0,2026-08-26T19:44:50Z,0.02,,978,197,0.201431
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,528,minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47713,2015-08-08T20:57:20Z,4035.97,89,0,2026-08-26T19:47:42Z,0.02,Python,101,32,0.316832
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,529,oobabooga/textgen,https://github.com/oobabooga/textgen,47583,2022-12-21T04:17:37Z,1344.67,1273,113,2026-08-26T15:20:05Z,0.21,Python,4199,3397,0.809002
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,530,prisma/orm,https://github.com/prisma/orm,47562,2019-06-20T13:33:47Z,2624.28,7085,259,2026-08-26T19:22:11Z,0.04,TypeScript,12030,9560,0.79468
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,531,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,47549,2015-12-26T12:56:33Z,3896.3,1629,48,2026-08-26T13:58:13Z,0.26,Shell,3710,3667,0.98841
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,532,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,47483,2018-11-26T10:40:00Z,2830.4,133,65,2026-08-26T14:52:24Z,0.22,Java,8511,8489,0.997415
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,533,nvm-windows/nvm,https://github.com/nvm-windows/nvm,47475,2014-09-20T16:37:28Z,4358.15,108,23,2026-08-26T17:14:52Z,0.13,Go,970,910,0.938144
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,534,HKUDS/nanobot,https://github.com/HKUDS/nanobot,47423,2026-02-01T07:16:15Z,206.54,1573,19,2026-08-26T20:06:04Z,0.01,Python,1468,1264,0.861035
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,535,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,47420,2013-06-22T13:23:55Z,4813.29,129,1,2026-08-26T16:05:06Z,0.17,,117,82,0.700855
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,536,kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,47333,2026-01-02T21:45:11Z,235.94,16,0,2026-08-26T19:53:30Z,0.02,,47,20,0.425532
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,537,slab/quill,https://github.com/slab/quill,47319,2012-07-30T23:23:18Z,5139.87,382,95,2026-08-26T19:50:26Z,0.02,TypeScript,3848,3270,0.849792
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,538,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,47221,2025-09-27T01:51:47Z,333.77,131,21,2026-08-26T20:08:12Z,0.0,TypeScript,140,124,0.885714
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,539,elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,47161,2025-03-04T20:03:16Z,540.01,0,0,2026-08-26T19:28:44Z,0.03,,78,8,0.102564
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,540,typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,47096,2018-06-02T04:08:16Z,3007.67,387,0,2026-08-26T14:55:31Z,0.22,TypeScript,225,225,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,541,exo-explore/exo,https://github.com/exo-explore/exo,47078,2024-06-24T18:36:22Z,793.07,771,16,2026-08-26T18:54:39Z,0.06,Python,932,740,0.793991
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,542,lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,47053,2012-07-23T13:42:55Z,5147.27,4179,0,2026-08-26T14:58:52Z,0.22,Kotlin,4307,4215,0.978639
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,543,gedoor/legado,https://github.com/gedoor/legado,47040,2019-05-22T04:18:58Z,2653.66,0,0,2026-08-26T17:41:02Z,0.11,Kotlin,0,0,
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,544,v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46932,2015-09-04T11:42:53Z,4009.36,203,247,2026-08-26T16:56:44Z,0.14,Go,2600,2597,0.998846
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,545,serverless/serverless,https://github.com/serverless/serverless,46918,2015-04-21T03:48:40Z,4145.69,5144,494,2026-08-26T19:06:09Z,0.05,JavaScript,6634,5525,0.832831
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,546,hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,46880,2022-03-28T04:01:46Z,1612.68,58,31,2026-08-26T17:24:01Z,0.12,Python,871,518,0.594719
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,547,SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,46825,2020-05-23T20:53:18Z,2285.97,1675,0,2026-08-26T19:33:42Z,0.03,Python,7662,7568,0.987732
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,548,Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46739,2019-12-23T14:07:40Z,2438.26,100,0,2026-08-26T19:32:36Z,0.03,JavaScript,180,62,0.344444
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,549,zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,46692,2022-08-07T08:33:41Z,1480.49,416,81,2026-08-26T18:52:52Z,0.06,Python,2195,2176,0.991344
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,550,apache/airflow,https://github.com/apache/airflow,46611,2015-04-13T18:04:58Z,4153.09,39848,126,2026-08-26T20:02:25Z,0.01,Python,15053,13954,0.926991
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,551,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,46592,2016-06-07T16:56:31Z,3732.14,670,189,2026-08-26T18:02:17Z,0.09,JavaScript,4018,3244,0.807367
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,552,usebruno/bruno,https://github.com/usebruno/bruno,46563,2022-09-27T20:51:45Z,1428.97,2698,172,2026-08-26T18:20:12Z,0.08,JavaScript,4401,3096,0.703476
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,553,QuantumNous/new-api,https://github.com/QuantumNous/new-api,46451,2023-11-10T19:33:36Z,1020.03,1285,513,2026-08-26T19:50:46Z,0.02,Go,3377,2643,0.782647
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,554,9001/copyparty,https://github.com/9001/copyparty,46402,2019-05-26T15:28:33Z,2649.2,211,346,2026-08-26T20:04:31Z,0.01,Python,1006,784,0.779324
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,555,LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,46398,2017-11-09T02:47:15Z,3212.73,175,0,2026-08-26T18:54:33Z,0.06,JavaScript,102,61,0.598039
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,556,DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,46208,2024-08-06T06:54:54Z,750.56,214,0,2026-08-26T18:16:37Z,0.08,JavaScript,530,527,0.99434
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,557,docker/awesome-compose,https://github.com/docker/awesome-compose,46173,2020-02-13T08:51:42Z,2386.47,153,0,2026-08-26T16:33:48Z,0.15,HTML,153,47,0.30719
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,558,iina/iina,https://github.com/iina/iina,46097,2016-12-19T07:18:45Z,3537.54,1028,51,2026-08-26T20:00:04Z,0.01,Swift,4514,2689,0.595702
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,559,ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46084,2017-07-22T12:21:03Z,3322.33,132,0,2026-08-26T02:47:17Z,0.73,,87,36,0.413793
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,560,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,46031,2015-05-19T07:36:09Z,4117.53,16957,1000,2026-08-26T17:39:09Z,0.11,TypeScript,17113,14617,0.854146
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,561,jgm/pandoc,https://github.com/jgm/pandoc,46030,2010-03-20T20:34:23Z,6002.99,1802,158,2026-08-26T17:48:10Z,0.1,Haskell,8342,7387,0.885519
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,562,cli/cli,https://github.com/cli/cli,46007,2019-10-03T15:24:53Z,2519.2,3170,201,2026-08-26T20:04:00Z,0.01,Go,6352,5345,0.841467
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,563,siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,45995,2020-08-30T09:21:35Z,2187.45,955,949,2026-08-26T19:22:45Z,0.04,TypeScript,17702,17649,0.997006
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,564,coqui-ai/TTS,https://github.com/coqui-ai/TTS,45953,2020-05-20T15:45:28Z,2289.19,467,98,2026-08-26T19:17:31Z,0.04,Python,1242,1240,0.99839
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,565,helix-editor/helix,https://github.com/helix-editor/helix,45941,2020-06-01T04:26:56Z,2277.66,4875,30,2026-08-26T15:31:13Z,0.2,Rust,5949,4856,0.816272
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,566,DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,45898,2018-04-02T14:43:21Z,3068.23,13210,0,2026-08-26T19:29:30Z,0.03,TypeScript,6413,6098,0.950881
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,567,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,45884,2017-07-30T02:51:17Z,3314.73,79,27,2026-08-26T20:04:31Z,0.01,C++,2070,741,0.357971
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,568,milvus-io/milvus,https://github.com/milvus-io/milvus,45802,2019-09-16T06:43:43Z,2536.56,27062,170,2026-08-26T18:36:54Z,0.07,Go,16708,15769,0.943799
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,569,android/architecture-samples,https://github.com/android/architecture-samples,45801,2016-02-05T13:42:07Z,3855.27,233,0,2026-08-26T15:10:03Z,0.21,Kotlin,497,350,0.704225
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,570,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,45801,2025-08-02T23:20:31Z,388.87,1273,0,2026-08-26T19:01:57Z,0.05,TypeScript,1184,906,0.765203
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,571,karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,45799,2022-08-15T18:59:54Z,1472.05,14,0,2026-08-26T19:04:55Z,0.05,,25,21,0.84
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,572,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,45747,2026-01-15T19:45:23Z,223.02,221,44,2026-08-26T20:07:06Z,0.01,JavaScript,178,138,0.775281
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,573,google/zx,https://github.com/google/zx,45703,2021-05-05T05:50:01Z,1939.6,617,100,2026-08-26T17:02:30Z,0.13,JavaScript,521,500,0.959693
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,574,streamlit/streamlit,https://github.com/streamlit/streamlit,45620,2019-08-24T00:14:52Z,2559.83,8429,126,2026-08-26T19:13:16Z,0.04,Python,6056,5072,0.837517
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,575,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45556,2013-12-25T02:52:40Z,4627.72,1583,100,2026-08-26T10:55:09Z,0.39,Astro,2934,2934,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,576,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,45524,2010-09-22T16:57:44Z,5817.14,3327,34,2026-08-26T17:13:31Z,0.13,JavaScript,5363,4963,0.925415
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,577,jestjs/jest,https://github.com/jestjs/jest,45474,2013-12-10T00:18:04Z,4642.83,5976,217,2026-08-26T16:56:53Z,0.14,TypeScript,8222,8081,0.982851
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,578,sickn33/agentic-awesome-skills,https://github.com/sickn33/agentic-awesome-skills,45472,2026-01-14T17:48:09Z,224.1,828,192,2026-08-26T20:00:09Z,0.01,Python,166,166,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,579,MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,45378,2023-02-09T19:16:57Z,1294.04,1062,125,2026-08-26T20:00:10Z,0.01,Go,4307,4193,0.973531
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,580,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,45276,2015-08-19T20:22:52Z,4024.99,830,4,2026-08-26T18:26:16Z,0.08,CSS,1238,1001,0.808562
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,581,grpc/grpc,https://github.com/grpc/grpc,45262,2014-12-08T18:58:53Z,4279.05,20877,375,2026-08-26T18:34:51Z,0.07,C++,12020,11368,0.945757
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,582,fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,45179,2019-02-23T15:08:34Z,2741.21,732,15,2026-08-26T16:46:23Z,0.15,TypeScript,441,441,1.0
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,583,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,45054,2017-01-28T09:35:02Z,3497.44,399,29,2026-08-26T20:05:38Z,0.01,JavaScript,559,553,0.989267
Lab01S02,coleta_s02,1000,2026-08-26T20:15:18.693697+00:00,584,pyenv/pyenv,https://github.com/pyenv/pyenv,45046,2012-08-31T06:57:52Z,5108.55,1116,165,2026-08-26T18:37:49Z,0.07,Shell,1909,1858,0.973284
